ScenarioID,AgentID,AgentType,IsSDC,IsInteractive,ToPredict,Valid_Current,Valid_Future,Pos_X,Pos_Y,Speed,Acceleration,YawRate,Length,Width,Height,Vel_X,Vel_Y,FutureDist_5s
b85e1bd6cc8e74c0,1807,Vehicle,False,False,True,True,True,3579.635498046875,4965.35888671875,21.064571403273924,-0.6181845514029405,-0.007544755935668945,4.721715450286865,2.053720712661743,1.6979120969772339,1.2841796875,-21.025390625,95.07777873926734
b85e1bd6cc8e74c0,1808,Vehicle,False,False,False,True,True,3578.03662109375,4923.29541015625,20.273850423911185,0.9307058249699196,-0.004897117614746094,5.000883102416992,2.305704116821289,2.2035470008850098,0.12939453125,-20.2734375,100.4014835372019
b85e1bd6cc8e74c0,1809,Vehicle,False,False,True,True,True,3581.89599609375,4930.3564453125,18.29590104375148,-0.09841815633141238,-0.013343095779418945,4.790574550628662,2.186379909515381,1.8360342979431152,0.009765625,-18.2958984375,88.08993806741326
b85e1bd6cc8e74c0,1813,Vehicle,False,False,False,False,False,,,,,,,,,,,
b85e1bd6cc8e74c0,1814,Vehicle,False,False,False,False,False,,,,,,,,,,,
b85e1bd6cc8e74c0,1816,Vehicle,False,False,False,True,False,3595.684326171875,5014.421875,0.0,0.0,0.0,6.08023738861084,2.515612840652466,2.0023353099823,0.0,0.0,
b85e1bd6cc8e74c0,1819,Vehicle,False,False,False,True,False,3565.849853515625,5022.1484375,0.0,0.0,0.0,4.887743949890137,2.4762866497039795,2.2300302982330322,0.0,0.0,
b85e1bd6cc8e74c0,1817,Vehicle,False,False,False,True,False,3595.786865234375,5009.7490234375,0.0,0.0,0.0,2.950888156890869,3.0578856468200684,3.630382537841797,0.0,0.0,
b85e1bd6cc8e74c0,1825,Vehicle,False,False,False,True,False,3559.29052734375,5014.78564453125,0.0,0.0,0.0,8.94640064239502,2.9749655723571777,3.318082809448242,0.0,0.0,
b85e1bd6cc8e74c0,1826,Vehicle,False,False,False,True,False,3562.23291015625,5022.962890625,0.0,0.0,0.0,5.273830890655518,2.364471912384033,2.370637893676758,0.0,0.0,
b85e1bd6cc8e74c0,1827,Vehicle,False,False,False,True,False,3562.627197265625,5015.197265625,0.0,,,5.074774742126465,2.3141398429870605,1.5521267652511597,0.0,0.0,
b85e1bd6cc8e74c0,1831,Vehicle,False,False,False,False,True,,,,,,,,,,,
b85e1bd6cc8e74c0,1830,Vehicle,False,False,False,False,True,,,,,,,,,,,
b85e1bd6cc8e74c0,2086,Vehicle,False,False,False,True,True,3581.409034278907,4977.777587666654,19.27254352165153,-0.9955312975419162,-0.007673501968383789,5.285999774932861,2.3320000171661377,2.3299999237060547,0.037666402757167816,-19.272506713867188,84.86309600916735
4d82fec943ddaa44,1060,Pedestrian,False,False,False,False,True,,,,,,,,,,,
4d82fec943ddaa44,739,Vehicle,False,False,False,True,False,-9170.650390625,8076.671875,0.0,0.0,0.0,4.6696271896362305,2.227869987487793,1.746056079864502,0.0,0.0,
4d82fec943ddaa44,741,Vehicle,False,False,False,True,False,-9170.0986328125,8085.10888671875,0.0,0.0,0.0,4.739218711853027,2.0552103519439697,1.527745008468628,0.0,0.0,
4d82fec943ddaa44,742,Vehicle,False,False,False,True,False,-9158.3662109375,8073.88134765625,0.0,0.0,0.0,5.664751052856445,2.314690113067627,1.832434058189392,0.0,0.0,
4d82fec943ddaa44,743,Vehicle,False,False,False,True,False,-9158.294921875,8083.93359375,0.0,0.0,0.0,4.586462020874023,2.0252723693847656,1.5179014205932617,0.0,0.0,
4d82fec943ddaa44,744,Vehicle,False,False,False,True,True,-9172.611328125,8057.0791015625,0.0,0.0,0.0,5.871169090270996,2.346888780593872,2.03924822807312,0.0,0.0,0.0
4d82fec943ddaa44,746,Vehicle,False,False,False,True,False,-9155.9326171875,8089.65234375,0.0,0.0,0.0,5.446081161499023,2.274829864501953,2.005539894104004,0.0,0.0,
4d82fec943ddaa44,747,Vehicle,False,False,False,True,True,-9187.8955078125,8045.3798828125,0.0,0.0,0.0,5.017296314239502,2.224130630493164,2.006535053253174,0.0,0.0,0.0
4d82fec943ddaa44,748,Vehicle,False,False,False,True,False,-9173.1533203125,8072.17724609375,0.0,0.0,0.0,4.706657409667969,2.0255227088928223,1.6126989126205444,0.0,0.0,
4d82fec943ddaa44,749,Vehicle,False,True,True,True,True,-9183.89453125,8045.81884765625,7.551297552511257,-4.820212609526058,-0.06582975387573242,4.803334712982178,2.069988965988159,1.8835585117340088,-4.1796875,-6.2890625,22.97951894013419
4d82fec943ddaa44,750,Vehicle,False,False,False,True,False,-9163.64453125,8073.00634765625,0.0,0.0,0.0,4.509402751922607,1.9985177516937256,1.8105072975158691,0.0,0.0,
4d82fec943ddaa44,751,Vehicle,False,False,False,True,False,-9170.0947265625,8061.431640625,0.0,0.0,0.0,4.670736312866211,2.062481164932251,1.8520647287368774,0.0,0.0,
4d82fec943ddaa44,752,Vehicle,False,False,False,True,False,-9175.7294921875,8067.2490234375,0.0,0.0,0.0,4.744964599609375,2.072176218032837,1.4996790885925293,0.0,0.0,
4d82fec943ddaa44,753,Vehicle,False,False,False,True,True,-9178.115234375,8062.68359375,0.0,0.0,0.0,5.198315620422363,2.1246960163116455,1.5568791627883911,0.0,0.0,0.0
4d82fec943ddaa44,754,Vehicle,False,False,False,True,False,-9165.78515625,8068.97998046875,0.0,0.0,0.0,4.76749324798584,2.1456592082977295,1.8825167417526245,0.0,0.0,
4d82fec943ddaa44,755,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,756,Vehicle,False,False,False,True,True,-9180.640625,8058.4638671875,0.0,0.0,0.0,4.8434858322143555,2.0958361625671387,1.5273888111114502,0.0,0.0,0.0
4d82fec943ddaa44,757,Vehicle,False,False,False,True,True,-9175.1162109375,8052.4658203125,0.0,0.0,0.0,4.663727760314941,2.031869411468506,1.579445719718933,0.0,0.0,0.0
4d82fec943ddaa44,758,Vehicle,False,False,False,True,True,-9178.8671875,8045.3642578125,0.0,0.0,0.0,4.86562442779541,2.131655216217041,1.5184048414230347,0.0,0.0,0.0
4d82fec943ddaa44,759,Vehicle,False,False,False,True,True,-9190.15234375,8055.78076171875,0.0,0.0,0.0,4.707829475402832,2.1905269622802734,1.8207958936691284,0.0,0.0,0.0
4d82fec943ddaa44,760,Vehicle,False,False,False,True,False,-9161.2958984375,8062.11181640625,0.0,0.0,0.0,5.0815019607543945,2.0693652629852295,2.0382308959960938,0.0,0.0,
4d82fec943ddaa44,761,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,762,Vehicle,False,False,False,True,False,-9188.4091796875,8058.544921875,0.0,0.0,0.0,5.1578779220581055,2.3312339782714844,1.8233180046081543,0.0,0.0,
4d82fec943ddaa44,763,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,765,Vehicle,False,False,False,True,True,-9181.2431640625,8040.65869140625,0.0,0.0,0.0,5.7340593338012695,2.461493492126465,2.0521998405456543,0.0,0.0,0.0
4d82fec943ddaa44,766,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,767,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,768,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,769,Vehicle,False,False,False,True,True,-9204.185546875,8015.46923828125,0.0,0.0,0.0,4.6594462394714355,2.0292296409606934,1.7756781578063965,0.0,0.0,0.0
4d82fec943ddaa44,770,Vehicle,False,False,False,True,False,-9153.3349609375,8096.2373046875,0.0,0.0,0.0,4.941291332244873,2.0945045948028564,1.9330785274505615,0.0,0.0,
4d82fec943ddaa44,771,Vehicle,False,False,False,True,False,-9159.9521484375,8102.19140625,0.0,0.0,0.0,5.018312931060791,2.3317108154296875,1.7701842784881592,0.0,0.0,
4d82fec943ddaa44,773,Vehicle,False,True,True,True,True,-9190.6943359375,8023.509765625,0.0,0.0,0.0,4.811351776123047,2.1155893802642822,1.5946440696716309,0.0,0.0,0.0
4d82fec943ddaa44,775,Vehicle,False,False,False,True,False,-9187.84375,8061.2177734375,0.0,0.0,0.0,4.596358299255371,2.0701379776000977,1.5467171669006348,0.0,0.0,
4d82fec943ddaa44,776,Vehicle,False,False,False,True,False,-9154.302734375,8074.0244140625,0.0,0.0,0.0,4.5636396408081055,2.042881727218628,1.577343463897705,0.0,0.0,
4d82fec943ddaa44,777,Vehicle,False,False,False,True,True,-9183.978515625,8035.55126953125,0.0,0.0,0.0,5.042179584503174,2.0533435344696045,1.9449808597564697,0.0,0.0,0.0
4d82fec943ddaa44,778,Vehicle,False,False,False,True,True,-9203.146484375,8001.38525390625,0.0,0.0,0.0,4.631893157958984,2.1173036098480225,1.80375075340271,0.0,0.0,0.0
4d82fec943ddaa44,779,Vehicle,False,False,False,True,False,-9173.6748046875,8044.22021484375,0.0,0.0,0.0,4.7506184577941895,2.042935848236084,1.53101646900177,0.0,0.0,
4d82fec943ddaa44,781,Vehicle,False,False,False,True,False,-9170.435546875,8045.58544921875,0.0,0.0,0.0,4.919342041015625,2.2646496295928955,1.9586572647094727,0.0,0.0,
4d82fec943ddaa44,784,Vehicle,False,False,False,True,False,-9169.7578125,8048.8095703125,0.0,0.0,0.0,6.913801670074463,2.7677435874938965,2.4232261180877686,0.0,0.0,
4d82fec943ddaa44,789,Vehicle,False,False,False,True,True,-9205.75,7997.29541015625,0.0,0.0,0.0,4.235984802246094,1.9774049520492554,1.711726427078247,0.0,0.0,0.0
4d82fec943ddaa44,790,Vehicle,False,False,False,True,True,-9206.6484375,8011.18896484375,0.0,0.0,0.0,4.74617862701416,2.1211442947387695,1.5568556785583496,0.0,0.0,0.0
4d82fec943ddaa44,792,Vehicle,False,False,False,True,True,-9216.59765625,8009.77880859375,0.0,0.0,0.0,4.887568473815918,2.2307486534118652,2.1329803466796875,0.0,0.0,0.0
4d82fec943ddaa44,793,Vehicle,False,False,False,True,True,-9215.0859375,8011.85498046875,0.0,0.0,0.0,5.0814714431762695,2.3719654083251953,2.093801498413086,0.0,0.0,0.0
4d82fec943ddaa44,794,Vehicle,False,False,False,True,True,-9215.25390625,7996.0771484375,0.0,0.0,0.0,4.734240531921387,2.1162238121032715,1.5701079368591309,0.0,0.0,0.0
4d82fec943ddaa44,796,Vehicle,False,False,False,True,True,-9208.01171875,7993.0302734375,0.0,0.0,0.0,4.726632118225098,2.060901403427124,1.5852289199829102,0.0,0.0,0.0
4d82fec943ddaa44,798,Vehicle,False,False,False,True,False,-9169.25390625,8041.65283203125,0.0,0.0,0.0,5.191980838775635,2.15061616897583,1.591111183166504,0.0,0.0,
4d82fec943ddaa44,799,Vehicle,False,False,False,True,True,-9213.7021484375,8016.15771484375,0.0,0.0,0.0,4.815977096557617,2.0488650798797607,1.629276990890503,0.0,0.0,0.0
4d82fec943ddaa44,800,Vehicle,False,False,False,True,True,-9189.642578125,8013.1015625,0.0,0.0,0.0,4.552142143249512,2.1015448570251465,1.7386112213134766,0.0,0.0,0.0
4d82fec943ddaa44,801,Vehicle,False,False,False,True,True,-9201.76171875,8038.8759765625,0.0,0.0,0.0,4.776924133300781,2.094900131225586,1.5395710468292236,0.0,0.0,0.0
4d82fec943ddaa44,802,Vehicle,False,False,False,True,True,-9212.2890625,8022.15185546875,0.0,0.0,0.0,5.87055778503418,2.458357334136963,2.2445425987243652,0.0,0.0,0.0
4d82fec943ddaa44,803,Vehicle,False,False,False,True,True,-9188.1748046875,8016.6044921875,0.0,0.0,0.0,4.564054489135742,2.1030361652374268,1.767520546913147,0.0,0.0,0.0
4d82fec943ddaa44,804,Vehicle,False,False,False,True,True,-9212.5009765625,7984.37841796875,0.0,0.0,0.0,5.12090539932251,2.095082998275757,2.0008602142333984,0.0,0.0,0.0
4d82fec943ddaa44,805,Vehicle,False,False,False,True,False,-9163.7451171875,8055.2177734375,0.0,0.0,0.0,4.538488388061523,2.0524449348449707,1.5112881660461426,0.0,0.0,
4d82fec943ddaa44,806,Vehicle,False,False,False,True,False,-9214.80078125,8037.0419921875,0.0,0.0,0.0,5.988454818725586,2.3717126846313477,2.204134464263916,0.0,0.0,
4d82fec943ddaa44,808,Vehicle,False,False,False,True,True,-9221.28515625,7985.0,0.0,0.0,0.0,4.661931037902832,2.0586962699890137,1.5948588848114014,0.0,0.0,0.0
4d82fec943ddaa44,809,Vehicle,False,False,False,True,True,-9206.734375,7986.65185546875,0.0,0.0,0.0,4.841160774230957,2.1167919635772705,1.6054136753082275,0.0,0.0,0.0
4d82fec943ddaa44,810,Vehicle,False,False,False,True,True,-9206.47265625,8041.2080078125,0.0,0.0,0.0,4.735785007476807,2.0729236602783203,1.5372750759124756,0.0,0.0,0.0
4d82fec943ddaa44,811,Vehicle,False,False,False,True,False,-9220.34765625,8040.142578125,0.0,0.0,0.0,4.672719955444336,2.0838840007781982,1.5338352918624878,0.0,0.0,
4d82fec943ddaa44,812,Vehicle,False,False,False,True,False,-9180.7705078125,8026.849609375,0.0,0.0,0.0,4.563953399658203,2.047192335128784,1.4901131391525269,0.0,0.0,
4d82fec943ddaa44,813,Vehicle,False,False,False,True,False,-9226.560546875,8043.404296875,0.0,0.0,0.0,4.714663028717041,2.2046616077423096,1.8244187831878662,0.0,0.0,
4d82fec943ddaa44,814,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,815,Vehicle,False,False,False,True,True,-9220.388671875,7970.18017578125,0.0,0.0,0.0,5.077522277832031,2.2423489093780518,1.9665695428848267,0.0,0.0,0.0
4d82fec943ddaa44,816,Vehicle,False,False,False,True,True,-9212.6494140625,8044.4208984375,0.0,0.0,0.0,5.12417459487915,2.163935422897339,1.906219720840454,0.0,0.0,0.0
4d82fec943ddaa44,817,Vehicle,False,False,False,True,True,-9228.169921875,7972.4541015625,0.0,0.0,0.0,5.490311145782471,2.2933521270751953,2.0554025173187256,0.0,0.0,0.0
4d82fec943ddaa44,818,Vehicle,False,False,False,True,True,-9218.73828125,8047.73388671875,0.0,0.0,0.0,5.187596321105957,2.266810894012451,2.389004707336426,0.0,0.0,0.0
4d82fec943ddaa44,819,Vehicle,False,False,False,True,False,-9250.150390625,8056.5,0.0,0.0,0.0,4.476933479309082,2.15865421295166,1.934928059577942,0.0,0.0,
4d82fec943ddaa44,820,Vehicle,False,False,False,True,False,-9244.02734375,8053.0830078125,0.0,0.0,0.0,2.296541690826416,0.9747927188873291,1.3396588563919067,0.0,0.0,
4d82fec943ddaa44,821,Vehicle,False,False,False,True,False,-9244.265625,8062.37939453125,0.0,0.0,0.0,4.907464027404785,2.1323060989379883,1.9724199771881104,0.0,0.0,
4d82fec943ddaa44,822,Vehicle,False,False,False,True,False,-9240.0322265625,8059.76416015625,0.0,0.0,0.0,4.607783317565918,2.0596556663513184,1.7385631799697876,0.0,0.0,
4d82fec943ddaa44,823,Vehicle,False,False,False,True,False,-9224.00390625,8050.833984375,0.0,0.0,0.0,4.5586066246032715,2.0892019271850586,1.5417366027832031,0.0,0.0,
4d82fec943ddaa44,824,Vehicle,False,False,False,True,False,-9254.443359375,8058.86376953125,0.7511917817825073,-0.1886970273766153,-0.10295867919921875,4.294776439666748,1.9549551010131836,1.5698875188827515,0.33203125,-0.673828125,
4d82fec943ddaa44,825,Vehicle,False,False,False,True,True,-9213.728515625,7973.17236328125,0.0,0.0,0.0,4.701731204986572,2.1727445125579834,1.9027252197265625,0.0,0.0,0.0
4d82fec943ddaa44,826,Vehicle,False,False,False,True,False,-9185.1669921875,8063.07958984375,0.0,0.0,0.0,4.3697991371154785,1.9562994241714478,1.5362213850021362,0.0,0.0,
4d82fec943ddaa44,829,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,830,Vehicle,False,False,False,True,False,-9187.8369140625,8068.27685546875,0.0,,,4.63977575302124,2.135578155517578,1.7705886363983154,0.0,0.0,
4d82fec943ddaa44,831,Vehicle,False,False,False,True,True,-9217.837890625,8003.9970703125,0.0,0.0,0.0,4.536257266998291,2.1059536933898926,1.7860558032989502,0.0,0.0,0.0
4d82fec943ddaa44,832,Vehicle,False,False,False,True,False,-9186.6064453125,8056.5048828125,0.0,0.0,0.0,4.419032096862793,1.9807100296020508,1.608704686164856,0.0,0.0,
4d82fec943ddaa44,834,Vehicle,False,False,False,False,True,,,,,,,,,,,
4d82fec943ddaa44,835,Vehicle,False,False,False,False,True,,,,,,,,,,,
4d82fec943ddaa44,836,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,837,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,838,Vehicle,False,False,False,False,True,,,,,,,,,,,
4d82fec943ddaa44,839,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,843,Vehicle,False,False,False,False,True,,,,,,,,,,,
4d82fec943ddaa44,844,Vehicle,False,False,False,False,True,,,,,,,,,,,
4d82fec943ddaa44,845,Vehicle,False,False,False,False,True,,,,,,,,,,,
4d82fec943ddaa44,846,Vehicle,False,False,False,False,True,,,,,,,,,,,
4d82fec943ddaa44,847,Vehicle,False,False,False,False,True,,,,,,,,,,,
4d82fec943ddaa44,848,Vehicle,False,False,False,False,True,,,,,,,,,,,
4d82fec943ddaa44,849,Vehicle,False,False,False,False,True,,,,,,,,,,,
4d82fec943ddaa44,850,Vehicle,False,False,False,False,True,,,,,,,,,,,
4d82fec943ddaa44,851,Vehicle,False,False,False,False,True,,,,,,,,,,,
4d82fec943ddaa44,852,Vehicle,False,False,False,False,True,,,,,,,,,,,
4d82fec943ddaa44,853,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,854,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,855,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,856,Vehicle,False,False,False,False,True,,,,,,,,,,,
4d82fec943ddaa44,857,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,858,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,862,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,863,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,864,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,865,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,866,Vehicle,False,False,False,False,False,,,,,,,,,,,
4d82fec943ddaa44,1085,Vehicle,False,False,False,True,True,-9190.85271845452,8033.6035737494085,7.378191349461872,0.16210298925643407,0.010571479797363281,5.285999774932861,2.3320000171661377,2.3299999237060547,-3.6781013011932373,-6.396036148071289,35.555715152205444
bbc29ed5e271f29b,1176,Vehicle,False,False,True,True,True,5182.1015625,2922.9619140625,14.057158409336006,0.2722595208518186,-0.024062395095825195,4.579754829406738,2.1368651390075684,1.7480733394622803,-0.8203125,14.033203125,44.23602487565496
bbc29ed5e271f29b,1179,Vehicle,False,False,False,True,True,5187.57275390625,2886.918212890625,8.725598233325835,1.3632993728046117,-0.008547306060791016,4.328902244567871,2.1040735244750977,1.6292837858200073,-0.0146484375,8.7255859375,53.08447405978292
bbc29ed5e271f29b,1186,Vehicle,False,False,True,True,True,5186.11083984375,2902.579833984375,10.766557273860156,2.0444579325018353,-0.013557672500610352,4.668979644775391,2.155003309249878,1.8298972845077515,-1.1669921875,10.703125,71.7334289492552
bbc29ed5e271f29b,1187,Vehicle,False,False,True,True,True,5193.04052734375,2857.951416015625,4.787061662253301,2.226556523539216,-0.5487489700317383,4.327195644378662,2.0765364170074463,1.7542004585266113,-4.3115234375,2.080078125,44.50178895057395
bbc29ed5e271f29b,1188,Vehicle,False,False,True,True,True,5187.48974609375,2914.963623046875,9.054305219109496,-0.8266117787651339,-0.011430978775024414,4.857885837554932,2.249630928039551,1.98447585105896,-0.341796875,9.0478515625,46.01346886510419
bbc29ed5e271f29b,1193,Vehicle,False,False,False,True,False,5221.00732421875,2847.174560546875,0.0,0.0,0.0,4.962879180908203,2.271641969680786,1.8404340744018555,0.0,0.0,
bbc29ed5e271f29b,1197,Vehicle,False,False,False,True,False,5209.6337890625,2833.371826171875,0.0,0.0,0.0,4.661947727203369,2.187225103378296,1.6203842163085938,0.0,0.0,
bbc29ed5e271f29b,1201,Vehicle,False,False,False,True,False,5253.9853515625,2873.134521484375,0.0,0.0,0.0,4.484550476074219,1.9735262393951416,1.7127878665924072,0.0,0.0,
bbc29ed5e271f29b,1204,Vehicle,False,False,False,True,False,5240.16455078125,2859.609619140625,0.0,0.0,0.0,4.72730016708374,2.0407066345214844,1.7772233486175537,0.0,0.0,
bbc29ed5e271f29b,1207,Vehicle,False,False,False,True,False,5209.0234375,2881.004150390625,0.0,0.0,0.0,6.029430389404297,2.491431713104248,2.025524377822876,0.0,0.0,
